CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
523,Germany,Male,60,1,163894.35,1,0,1,57061.71
702,France,Male,26,5,56738.47,2,1,1,100442.22
643,France,Male,62,9,0.0,2,0,0,155870.82
516,Germany,Female,33,10,138847.9,1,1,1,127256.7
501,Germany,Female,34,7,93244.42,1,0,1,199805.63
785,France,Female,39,1,130147.98,1,1,0,163798.41
598,France,Male,38,0,125487.89,1,0,0,158111.71
647,Spain,Female,44,5,0.0,3,1,1,174205.22
773,France,Male,45,8,96877.21,1,1,1,113950.51
754,Spain,Female,27,8,0.0,2,0,0,121821.16
730,France,Female,32,9,127661.69,1,0,0,60905.51
762,Spain,Female,43,5,134204.67,1,1,1,139971.01
683,France,Male,31,2,0.0,2,0,1,77326.78
718,Spain,Male,28,6,0.0,2,1,0,146875.86
614,France,Male,36,1,118311.76,1,1,0,146134.68
614,Germany,Female,35,6,128100.28,1,0,0,69454.24
773,France,Female,41,7,190238.93,1,1,1,57549.65
659,France,Male,36,6,123841.49,2,1,0,96833.0
717,France,Female,76,9,138489.66,1,1,1,68400.14
544,Germany,Male,47,5,105245.21,1,0,0,99922.08
572,France,Male,33,9,68193.72,1,1,0,19998.31
619,Spain,Female,31,3,141751.82,1,0,1,61531.86
535,France,Male,38,2,119272.29,1,0,0,195896.59
630,France,Male,31,0,0.0,2,1,1,34475.14
850,France,Female,38,2,0.0,2,1,0,9015.07
752,France,Male,49,2,78653.84,1,1,0,7698.6
591,Germany,Female,44,10,113581.98,1,1,0,1985.41
542,Spain,Male,54,8,105770.14,1,0,1,140929.98
630,Spain,Female,49,1,0.0,2,0,1,162858.29
676,France,Male,23,1,107787.47,1,0,1,116378.82
785,France,Male,55,5,0.0,2,1,1,7008.65
554,France,Female,38,4,137654.05,2,1,1,172629.67
828,France,Female,41,7,0.0,2,1,0,171378.77
462,Germany,Male,34,1,94682.56,2,1,0,138478.2
850,Germany,Male,30,5,123210.56,2,1,1,102180.27
644,Germany,Male,35,5,161591.11,3,1,1,63795.62
595,France,Male,29,6,150685.79,1,1,0,87771.06
663,France,Female,39,8,0.0,2,1,1,101168.9
706,Spain,Female,42,8,95386.82,1,1,1,75732.25
733,Spain,Female,32,5,0.0,2,1,0,131625.14
742,France,Male,31,4,105239.1,1,1,1,19700.24
668,Spain,Female,69,9,0.0,1,0,1,134483.07
670,France,Female,35,3,103465.02,2,1,1,174627.06
548,Spain,Male,37,4,0.0,1,1,0,121763.68
772,Germany,Female,42,0,101979.16,1,1,0,90928.48
535,Spain,Male,48,9,109472.47,1,1,0,157358.43
717,Spain,Male,35,1,0.0,3,0,0,174770.14
684,Spain,Male,24,8,143582.89,1,1,1,22527.27
637,Spain,Female,54,5,0.0,1,0,1,150836.98
555,France,Male,30,1,0.0,2,0,0,88146.86
596,France,Male,47,6,0.0,1,1,0,74835.65
811,Germany,Male,52,10,76915.4,1,0,0,146359.81
805,Germany,Female,45,9,116585.97,1,1,0,189428.75
615,France,Male,32,4,0.0,2,1,1,6225.63
540,Spain,Female,40,8,0.0,2,1,0,3560.0
474,France,Male,33,5,0.0,2,1,0,181945.52
657,Spain,Male,41,8,109402.13,1,1,1,66463.62
697,France,Female,39,6,151553.19,1,1,1,44946.29
693,France,Female,38,3,0.0,2,0,0,78133.48
705,Germany,Female,33,5,116765.7,1,0,0,190659.17
636,France,Male,42,2,0.0,2,1,1,55470.78
656,Spain,Female,32,1,104254.27,1,1,1,17034.37
787,France,Male,46,7,117685.31,2,1,1,93360.35
716,Spain,Male,34,9,0.0,1,1,1,66695.71
813,Spain,Male,27,1,137275.36,1,0,1,115733.16
709,France,Female,32,2,87814.89,1,1,0,138578.37
532,France,Male,60,5,76705.87,2,0,1,13889.73
554,Spain,Female,27,4,0.0,2,1,1,135083.73
518,Spain,Male,50,4,0.0,1,0,0,107112.25
779,Spain,Female,34,5,0.0,2,0,1,111676.63
749,France,Female,27,9,0.0,2,1,0,132734.87
546,Germany,Female,52,1,106074.89,1,1,1,23548.45
705,Spain,Female,24,5,177799.83,2,0,0,79886.06
594,France,Male,36,6,153880.15,1,0,0,135431.72
681,France,Male,43,3,66338.68,1,1,1,18772.5
611,France,Male,27,7,0.0,2,1,1,157474.1
588,Germany,Female,40,10,125534.51,1,1,0,121504.18
722,Germany,Male,29,1,107233.85,2,1,0,24924.92
764,Germany,Male,34,6,108760.27,2,1,0,166324.79
672,France,Female,40,3,0.0,1,1,0,113171.61
733,Spain,Male,36,1,0.0,2,0,1,108377.82
697,France,Female,45,1,0.0,2,1,0,46807.62
773,Spain,Female,23,8,0.0,2,1,0,56759.79
680,Spain,Female,37,6,124140.57,2,1,0,92826.35
697,Germany,Male,43,8,103409.16,1,1,0,66893.28
751,Spain,Male,38,7,0.0,2,0,0,90839.61
642,Spain,Female,33,9,0.0,2,1,1,150475.14
850,France,Male,19,8,0.0,1,1,1,68569.89
625,Spain,Female,49,2,80816.45,1,1,1,20018.79
646,France,Female,34,3,131283.11,1,0,0,130500.65
694,Spain,Female,35,7,0.0,1,1,0,133570.43
627,France,Male,41,3,0.0,2,1,0,132719.8
811,Germany,Female,34,1,149297.19,2,1,1,186339.74
667,Germany,Female,27,3,106116.5,2,1,0,3674.71
752,France,Male,38,0,145974.79,2,1,1,137694.23
710,France,Female,33,2,0.0,2,1,0,72945.32
430,France,Female,33,8,0.0,1,1,1,69759.91
688,France,Male,29,1,0.0,2,1,0,154695.57
712,France,Male,36,2,100749.5,3,0,0,70758.37
795,Spain,Male,29,4,0.0,2,0,0,155711.64
820,Spain,Female,31,2,94222.53,1,1,0,103570.8
623,France,Female,35,0,130557.24,1,1,1,47880.71
472,Spain,Female,32,1,159397.75,1,0,1,57323.18
508,France,Male,31,8,72541.48,1,1,0,129803.08
418,France,Male,36,7,90145.04,1,1,1,69157.93
850,France,Female,24,6,0.0,2,1,1,13159.9
539,France,Male,39,6,0.0,2,1,1,86767.48
628,France,Male,39,6,0.0,2,0,0,134441.6
757,France,Male,31,10,39539.39,2,0,0,192519.39
591,Germany,Female,34,4,150635.3,1,1,1,72274.84
554,France,Male,31,1,0.0,2,0,1,192660.55
793,France,Male,35,2,0.0,2,1,1,79704.12
542,France,Female,29,7,0.0,2,0,1,196651.72
728,Germany,Female,32,9,127772.1,2,1,1,152643.48
537,France,Male,28,3,157842.07,1,1,0,86911.49
600,Germany,Female,29,6,74430.1,2,1,1,96051.1
653,France,Female,40,0,0.0,2,1,0,35795.85
674,Germany,Male,34,2,152797.9,1,1,0,175709.4
657,Spain,Male,31,3,125167.02,1,0,0,98820.39
727,Spain,Male,71,8,0.0,1,1,1,198446.91
635,Spain,Male,35,2,113635.16,1,1,0,90883.12
598,France,Female,40,9,0.0,1,1,0,68462.59
669,France,Female,44,8,96418.09,1,0,0,131609.48
488,France,Female,34,2,0.0,2,1,1,181270.84
711,France,Female,29,9,0.0,2,0,1,3234.8
620,France,Male,32,7,0.0,2,1,1,34665.79
632,France,Female,44,3,133793.89,1,1,1,34607.14
460,Germany,Female,40,6,119507.58,2,1,0,91560.63
675,Spain,Male,36,3,54098.18,2,0,1,54478.52
794,France,Male,30,8,0.0,2,1,1,24113.91
782,France,Male,32,9,0.0,1,1,1,87566.97
813,France,Female,62,10,64667.95,2,0,1,140454.14
741,France,Male,32,8,0.0,2,1,0,143598.7
691,France,Male,38,7,0.0,2,0,0,81617.4
720,France,Male,71,5,183135.39,2,1,1,197688.5
575,Spain,Male,52,8,123925.23,1,0,0,111342.66
705,France,Female,38,3,123894.43,1,1,0,21177.1
727,Germany,Female,18,2,93816.7,2,1,0,126172.11
501,France,Female,34,5,0.0,1,1,0,27380.99
691,France,Female,33,6,0.0,2,1,1,100408.31
529,Spain,Female,44,1,0.0,2,0,0,14161.3
649,France,Female,46,2,0.0,2,1,1,66602.7
518,Germany,Female,35,8,141665.63,1,0,1,192776.64
666,France,Male,51,2,148222.65,1,0,0,156953.54
540,France,Male,22,4,0.0,3,1,1,186233.26
537,France,Female,41,0,0.0,2,0,1,175262.49
668,Spain,Male,45,4,102486.21,2,1,1,158379.25
579,Spain,Female,31,9,0.0,2,1,0,112395.98
682,France,Female,43,5,125851.93,1,1,1,193318.33
677,Spain,Female,34,10,171671.9,1,1,1,50777.77
457,Spain,Female,38,6,0.0,2,1,0,173219.09
547,Spain,Female,44,5,0.0,3,0,0,5459.07
598,Germany,Female,46,7,131769.04,1,0,0,184980.23
731,France,Female,47,1,115414.19,3,0,0,191734.67
618,France,Male,37,2,168178.21,2,0,1,101273.23
806,France,Male,40,5,80613.93,1,1,1,142838.64
666,Spain,Female,36,6,0.0,2,1,0,176692.87
535,France,Female,40,8,0.0,1,1,1,27689.77
658,Germany,Male,29,5,75395.53,2,0,1,54914.92
545,Spain,Female,32,4,0.0,1,1,0,94739.2
459,Spain,Female,42,6,129634.25,2,1,1,177683.02
688,France,Female,51,5,0.0,1,1,0,91624.11
784,Spain,Male,23,2,0.0,1,1,1,6847.73
739,Spain,Male,38,0,128366.44,1,1,0,12796.43
668,Germany,Female,28,1,124511.01,1,0,0,114258.18
707,France,Female,33,2,58036.33,1,1,1,83335.78
663,France,Male,40,6,156218.19,1,0,1,33607.72
723,Germany,Male,52,5,131694.97,1,0,1,92873.5
542,France,Male,67,10,129431.36,1,0,1,21343.74
620,France,Male,36,8,0.0,2,1,1,145937.99
787,Spain,Male,39,10,108935.39,1,1,1,101168.3
619,France,Female,49,9,145359.99,1,1,0,38186.85
744,Spain,Male,36,2,153804.44,1,1,1,87213.33
850,Spain,Female,39,10,0.0,2,1,1,143030.09
644,France,Female,46,9,95441.27,1,1,0,108761.05
782,Spain,Female,41,4,0.0,1,1,0,132943.88
573,France,Male,27,2,128243.03,1,1,1,11631.34
631,Germany,Male,37,9,131519.49,2,1,1,51752.18
727,Germany,Male,45,6,114422.85,2,1,1,104678.78
645,Germany,Male,41,2,93925.3,1,1,0,123982.14
649,Germany,Male,40,4,95001.33,1,0,1,123202.99
635,Spain,Male,38,0,103257.14,1,0,0,158344.63
762,Germany,Male,46,6,123571.77,3,0,1,57014.17
693,France,Male,41,4,0.0,2,0,0,156381.47
659,Germany,Female,32,3,150923.74,2,0,1,174652.51
660,France,Male,38,7,0.0,2,0,1,146585.53
458,Spain,Male,36,5,0.0,2,1,0,79723.78
706,Spain,Female,37,7,0.0,2,1,1,110899.3
840,France,Male,30,8,136291.71,1,1,0,54113.38
526,Germany,Female,35,9,118536.4,1,1,0,40980.87
665,France,Male,51,2,0.0,1,0,0,53353.36
623,Spain,Female,40,7,0.0,1,1,1,25904.12
622,Spain,Female,36,0,108960.0,2,1,0,111180.3
765,France,Male,41,4,124182.21,1,0,0,100153.43
624,France,Female,32,2,79368.87,2,1,1,145471.94
521,Germany,Female,29,2,87212.8,1,1,1,994.86
663,Spain,Female,22,9,0.0,1,1,0,29135.89
643,Germany,Male,33,7,98630.31,2,1,1,40250.82
532,France,Male,38,9,0.0,2,0,0,30583.95
629,Germany,Male,35,7,156847.29,2,1,0,31824.29
655,Spain,Male,37,1,0.0,1,1,1,106040.97
654,Germany,Female,32,1,114510.85,1,1,1,126143.23
680,France,Female,47,5,0.0,2,1,1,179843.33
835,Germany,Male,18,2,142872.36,1,1,1,117632.63
653,France,Female,42,1,0.0,2,1,1,5768.32
823,France,Male,37,5,164858.18,1,1,1,173516.71
620,Spain,Male,44,8,0.0,2,1,1,15627.51
704,France,Male,39,2,111525.02,1,1,0,199484.96
699,France,Male,44,8,158697.61,1,1,0,107181.22
850,France,Male,63,8,169832.57,1,0,0,184107.26
813,France,Male,29,6,0.0,1,1,0,33953.87
583,Spain,Female,40,3,54428.37,1,1,0,109638.78
657,Spain,Male,29,7,83889.03,1,1,0,153059.62
798,France,Male,36,1,0.0,2,1,1,159044.1
500,Spain,Male,40,1,99004.24,1,1,1,152845.99
611,France,Female,46,5,0.0,1,1,0,77677.14
607,Spain,Male,28,1,135936.1,2,1,1,110560.14
609,France,Male,32,7,118520.41,1,0,0,3815.48
471,Germany,Male,23,6,104592.55,2,1,0,131736.23
705,France,Female,24,7,100169.51,1,1,0,121408.55
701,France,Male,23,3,0.0,2,1,0,38960.59
753,France,Female,50,4,0.0,2,1,1,861.4
506,France,Male,34,7,0.0,2,0,0,115842.1
601,France,Male,44,3,0.0,2,1,0,30607.11
678,Germany,Male,23,10,115563.71,1,1,1,91633.53
719,France,Male,69,3,0.0,2,1,1,58320.06
564,Spain,Female,35,9,0.0,2,1,1,105837.38
657,Germany,Male,57,8,107174.58,1,1,1,126369.55
522,Germany,Male,32,8,124450.36,2,1,1,165786.1
530,Spain,Female,36,2,0.0,2,1,1,14721.8
662,Spain,Female,42,6,105021.28,1,1,0,48242.38
749,France,Male,30,1,0.0,2,0,1,126551.65
611,Spain,Male,51,1,122874.74,1,1,1,149648.45
725,France,Female,29,6,0.0,2,1,1,190776.83
835,Germany,Female,47,5,108289.28,2,1,1,45859.55
562,Germany,Male,31,2,112708.2,1,0,1,186370.3
657,Spain,Male,67,5,119785.47,2,1,1,107534.32
730,France,Female,39,1,99010.67,1,1,0,194945.8
624,France,Male,37,0,0.0,2,0,0,112104.55
506,France,Male,37,5,0.0,2,1,1,127543.81
605,France,Male,27,9,0.0,2,1,0,198091.81
509,France,Male,35,8,0.0,2,0,1,67431.28
562,France,Male,37,2,0.0,1,0,1,52525.15
771,France,Female,66,7,143773.07,1,1,1,130827.88
576,France,Female,55,6,44582.07,3,0,1,67539.85
686,Germany,Male,43,2,134896.03,1,1,1,97847.05
722,France,Male,37,2,0.0,1,0,0,120906.83
640,France,Male,44,3,137148.68,1,1,0,92381.01
663,Germany,Female,46,6,95439.4,1,1,1,21038.58
828,France,Male,37,4,0.0,2,1,0,94845.45
701,Spain,Male,59,7,0.0,2,0,1,27597.59
655,France,Female,47,10,0.0,2,1,0,167778.62
754,France,Female,45,6,0.0,1,1,0,73881.68
600,Germany,Female,39,7,88477.36,2,1,0,58632.37
616,Germany,Female,36,10,78249.53,1,1,0,136934.91
824,France,Male,30,0,133634.02,1,1,1,162053.92
427,France,Male,37,5,0.0,2,1,1,121485.1
577,Spain,Male,31,6,0.0,1,1,1,196395.25
587,Germany,Female,45,8,134980.74,1,1,1,123309.57
850,Germany,Female,30,8,154870.28,1,1,1,54191.38
575,Spain,Female,22,8,105229.34,1,1,1,34397.08
660,Spain,Male,38,6,109869.32,1,1,1,154641.91
617,France,Female,34,0,131244.65,2,1,0,183229.02
622,Germany,Female,58,7,116922.25,1,1,0,120415.61
812,Germany,Male,39,5,115730.71,3,1,1,185599.34
693,France,Male,36,8,178111.82,1,0,0,58719.63
515,France,Male,33,2,0.0,2,1,1,136028.97
633,France,Male,35,10,0.0,2,1,0,65675.47
700,France,Female,32,8,110923.15,2,1,1,161845.81
612,Germany,Male,76,6,96166.88,1,1,1,191393.26
619,Spain,Female,56,7,0.0,2,1,1,42442.21
479,France,Male,47,6,121797.09,1,0,1,5811.9
636,France,Male,43,6,0.0,2,1,0,43128.95
606,Spain,Male,34,3,161572.24,1,0,1,191076.22
548,France,Female,46,1,0.0,1,1,1,104469.06
718,Spain,Female,39,2,0.0,1,1,1,52138.49
672,Germany,Male,40,10,102980.44,1,1,0,1285.81
572,France,Female,47,2,0.0,2,1,0,36099.7
551,France,Male,43,7,0.0,2,1,0,178393.68
660,France,Female,43,1,0.0,1,0,1,112026.1
680,France,Male,37,4,0.0,2,1,0,61240.87
546,Spain,Male,25,7,127728.24,2,1,1,105279.74
671,Spain,Male,34,10,153360.02,1,1,0,140509.86
675,Spain,Male,32,10,0.0,2,1,0,191545.65
733,Germany,Male,48,7,85915.52,1,1,1,23860.5
815,France,Male,35,4,0.0,2,0,1,198490.33
579,France,Male,31,9,0.0,1,0,1,139048.0
577,Spain,Male,43,3,0.0,2,1,1,135008.92
824,France,Male,26,7,146266.0,1,1,0,21903.62
699,Spain,Male,31,8,125927.51,2,1,0,147661.47
721,France,Male,41,2,0.0,2,1,0,168219.75
683,Spain,Male,34,9,114609.55,2,0,1,25339.29
623,France,Male,40,6,0.0,2,1,1,66119.07
706,Germany,Male,34,0,140641.26,2,1,1,77271.91
533,France,Male,47,9,83347.25,1,1,1,137696.25
521,France,Male,30,2,107316.09,1,1,0,64299.82
660,Spain,Female,33,1,0.0,2,0,0,117834.91
550,France,Male,31,5,142200.19,2,1,1,122221.71
678,France,Male,43,5,102338.19,1,1,1,79649.62
715,Germany,Female,34,9,102277.52,1,0,0,177852.57
678,France,Female,32,5,0.0,2,1,0,90284.47
548,France,Female,32,2,172448.77,1,1,0,188083.77
568,France,Male,28,5,145105.64,2,1,0,185489.11
512,France,Female,36,3,84327.77,2,1,0,17675.36
479,Germany,Male,35,9,92833.89,1,1,0,99449.86
684,Spain,Female,31,8,0.0,2,1,0,188637.05
684,France,Male,45,6,148071.39,1,1,0,183575.01
512,Spain,Male,31,6,0.0,2,1,0,168462.26
691,Spain,Male,21,3,103000.94,1,1,1,104648.58
647,Spain,Male,47,5,105603.21,2,1,1,157360.9
547,France,Female,38,5,167539.97,1,0,1,159207.34
797,Spain,Male,59,4,129321.44,1,1,1,93624.55
727,Germany,Male,59,5,152581.06,1,1,0,71830.1
757,France,Male,46,0,0.0,2,1,0,37460.05
410,Germany,Female,50,2,102278.79,2,1,0,89822.48
687,France,Female,36,4,97157.96,1,0,1,63185.05
850,Spain,Male,51,3,109799.55,2,1,1,12457.76
666,France,Female,33,2,147229.65,1,1,1,56410.17
583,France,Male,51,6,125268.03,2,1,0,165082.25
663,Germany,Female,36,6,77253.5,1,0,0,35817.97
692,Germany,Male,45,6,152296.83,4,0,1,108040.86
549,Germany,Female,31,9,135020.21,2,1,1,23343.18
813,France,Male,34,0,0.0,2,1,0,43169.15
769,France,Female,73,1,0.0,1,1,1,29792.11
563,Spain,Male,57,6,0.0,2,1,1,39297.48
739,France,Male,42,2,141642.92,2,1,0,172149.76
694,France,Male,37,10,143835.47,1,0,1,33326.71
627,France,Female,57,9,0.0,2,1,1,107712.42
829,Spain,Male,50,7,0.0,2,0,1,178458.86
668,Spain,Male,34,0,0.0,1,0,0,99984.86
515,France,Male,65,7,92113.61,1,1,1,142548.33
532,France,Male,44,3,148595.55,1,1,0,74838.64
508,Spain,Male,54,10,0.0,1,1,1,175749.36
704,France,Male,36,3,114370.41,1,0,1,66810.48
794,France,Male,33,0,0.0,2,0,0,178122.71
678,France,Female,26,1,0.0,2,1,0,45443.68
822,Germany,Female,46,3,115074.02,2,1,0,26249.86
757,Germany,Female,30,6,161378.02,1,0,0,71926.28
639,France,Female,38,5,0.0,2,0,0,93716.38
793,France,Male,63,4,103729.79,2,1,1,80272.06
850,Spain,Male,28,9,97408.03,1,1,1,175853.64
703,Germany,Male,35,5,140691.08,2,1,0,167810.26
790,Spain,Male,37,6,0.0,2,1,1,119484.01
665,Spain,Female,40,1,173432.55,1,0,1,116766.79
434,Spain,Male,55,6,0.0,1,0,1,73562.05
750,Spain,Female,36,8,112940.07,1,0,1,9855.81
635,France,Female,27,8,127471.56,1,1,1,152916.05
817,Germany,Male,58,3,114327.59,2,1,1,42831.11
696,France,Female,31,8,0.0,2,0,0,191074.11
621,Spain,Male,42,8,68683.68,1,1,1,74157.71
773,Spain,Female,39,4,0.0,2,0,1,182081.45
616,Germany,Female,43,7,95984.21,1,0,1,115262.54
638,France,Female,29,9,103417.74,1,1,1,15336.4
718,France,Male,38,7,0.0,2,1,0,38308.34
731,Spain,Male,70,3,0.0,2,1,1,141180.66
555,Spain,Female,24,2,0.0,2,0,1,197866.55
488,France,Female,22,6,0.0,2,1,1,66393.89
701,Germany,Male,63,3,120916.52,3,0,0,144727.45
565,France,Male,46,7,135369.71,1,0,1,140130.22
600,Germany,Male,28,2,116623.31,1,0,1,59905.29
705,Spain,Male,44,0,184552.12,1,1,0,68860.3
745,France,Male,36,8,67226.37,1,1,0,130789.6
593,Spain,Male,32,10,158537.42,1,1,0,166850.57
544,France,Female,29,1,118560.55,1,1,1,164137.36
711,France,Female,81,6,0.0,2,1,1,72276.24
709,Germany,Female,39,9,124723.92,1,1,0,73641.86
674,Germany,Female,27,4,111568.01,1,0,1,22026.18
507,France,Female,29,4,89349.47,2,0,0,180626.68
648,Spain,Male,42,2,98795.61,2,1,0,89123.99
663,France,Male,45,5,83195.12,1,1,1,48682.1
745,France,Female,33,1,0.0,2,1,1,174431.01
756,Germany,Male,41,2,124439.49,2,0,1,47093.11
731,Spain,Female,39,2,0.0,2,1,0,136737.13
584,Germany,Male,42,3,137479.13,1,1,0,25669.1
608,France,Male,31,7,79962.92,2,1,0,60901.72
559,France,Male,32,9,145303.52,1,1,0,103560.98
622,Germany,Male,33,3,96926.12,2,1,0,48553.77
540,France,Female,40,3,165298.12,1,0,1,199862.75
649,Spain,Female,47,8,110783.28,1,1,1,71420.16
769,France,Male,31,4,61297.05,2,1,1,7118.02
640,France,Male,45,1,0.0,1,1,1,10908.33
570,Germany,Male,29,4,122028.65,2,1,1,173792.77
512,France,Female,41,8,145150.28,1,1,0,64869.32
624,France,Male,80,3,0.0,1,1,1,65801.44
661,France,Male,26,8,0.0,2,0,0,196875.87
850,Germany,Female,31,4,164672.66,1,0,1,61936.1
828,Spain,Male,42,10,0.0,1,1,1,186071.14
787,France,Male,25,5,0.0,2,1,0,47307.9
757,Germany,Female,43,5,131433.33,2,1,1,3497.43
850,Spain,Female,39,6,0.0,2,1,0,103921.43
529,Spain,Male,35,5,95772.97,1,1,1,112781.5
500,France,Female,34,4,0.0,2,1,0,12833.96
588,Germany,Male,33,9,150186.22,2,1,1,65611.01
669,France,Female,29,7,146011.4,1,0,0,50249.16
715,France,Female,35,3,0.0,1,1,1,152012.36
601,France,Male,44,1,100486.18,2,1,1,62678.53
555,Germany,Female,46,4,120392.99,1,1,0,177719.88
599,Spain,Male,35,6,137102.65,1,0,0,76870.81
698,Germany,Male,52,8,96781.39,1,1,1,153373.71
637,Germany,Male,35,8,147127.81,2,1,1,84760.7
641,Germany,Male,32,5,122947.92,1,1,1,99154.86
643,Spain,Male,48,8,0.0,2,1,0,174729.3
603,Germany,Male,35,1,105346.03,2,1,1,130379.5
586,Germany,Male,46,8,106968.96,1,1,1,79366.98
837,Germany,Male,37,6,94001.61,2,1,0,140723.05
645,France,Male,42,4,98298.18,1,1,1,676.06
580,Germany,Female,33,7,131647.01,2,0,0,79775.19
667,France,Male,42,6,0.0,1,1,0,88890.05
620,Spain,Male,29,9,0.0,2,1,0,13133.88
704,France,Male,36,7,120026.98,2,0,1,100601.73
706,Spain,Female,53,3,0.0,3,0,0,88479.02
500,Germany,Male,44,9,160838.13,2,1,0,196261.64
625,France,Male,52,5,164978.01,1,1,1,67788.49
511,Germany,Male,48,6,149726.08,1,0,0,88307.87
621,Spain,Female,40,7,0.0,2,0,1,131283.6
850,France,Female,40,0,0.0,2,1,0,1099.95
629,France,Female,49,4,0.0,2,1,1,196335.48
691,France,Female,33,1,128306.83,1,1,1,113580.79
466,France,Female,36,5,119540.15,1,0,1,80603.99
647,Spain,Male,33,7,121260.19,2,1,0,77216.48
627,Spain,Male,49,4,111087.5,1,0,1,146680.25
670,Spain,Male,30,3,133446.34,1,0,0,3154.95
620,France,Female,42,1,0.0,2,0,1,65565.92
549,France,Male,31,4,0.0,2,0,1,25684.85
769,Germany,Male,27,7,188614.07,1,1,0,171344.09
729,Spain,Female,42,1,0.0,2,1,1,149535.97
748,France,Male,40,0,0.0,1,0,0,60416.76
751,France,Male,29,1,135536.5,1,1,0,66825.33
610,France,Male,36,4,129440.3,2,1,0,102638.35
690,Germany,Female,54,1,144027.8,1,1,1,108731.02
700,Spain,Male,29,8,0.0,2,0,1,152097.02
850,Spain,Male,38,1,146343.98,1,0,1,103902.11
633,France,Female,33,3,0.0,2,1,0,191111.02
577,Spain,Female,40,1,0.0,2,1,1,108787.0
615,France,Female,35,2,97440.02,2,1,1,139816.1
490,France,Female,37,3,116465.53,1,0,1,24435.77
675,Spain,Male,36,9,106190.55,1,0,1,22994.32
552,Spain,Male,45,9,0.0,2,1,0,26752.56
655,France,Female,50,10,0.0,4,1,0,179267.94
595,Spain,Female,43,5,0.0,2,0,0,105149.8
660,Germany,Male,31,9,125189.75,2,1,1,139874.43
809,Germany,Male,41,1,79706.25,2,1,0,165675.01
623,France,Male,23,1,106012.2,2,0,1,191415.94
684,France,Female,48,3,73309.38,1,0,0,21228.34
650,France,Female,31,1,160566.11,2,0,0,27073.81
535,Germany,Male,38,8,127475.24,1,0,0,60775.76
477,France,Male,27,1,128554.98,1,1,1,133173.19
695,Spain,Male,44,8,0.0,2,1,1,70974.13
847,Spain,Female,37,9,112712.17,1,1,0,116097.26
764,France,Female,39,5,81042.42,1,0,1,109805.17
640,Germany,Male,26,5,90402.77,1,1,1,3298.65
750,Germany,Female,37,1,133199.71,2,1,1,27366.77
614,Spain,Male,36,5,0.0,2,1,0,130610.78
701,France,Female,37,3,0.0,2,1,1,164268.28
661,France,Male,35,5,0.0,1,1,0,155394.52
515,France,Male,48,5,129387.94,1,0,1,147955.91
607,Germany,Female,37,4,135927.06,1,0,0,180890.4
608,France,Female,62,8,144976.5,1,0,0,175836.03
630,Germany,Male,29,6,131354.39,1,0,1,9324.31
511,France,Male,58,0,149117.31,1,1,1,162599.51
784,Spain,Male,33,10,0.0,2,1,0,162022.47
725,France,Male,45,1,129855.32,1,0,0,24218.65
551,Germany,Female,30,2,143340.44,1,1,0,145796.49
613,Spain,Male,29,0,0.0,2,0,1,133897.32
606,France,Male,47,3,93578.68,2,0,1,137720.56
521,France,Female,77,6,0.0,2,1,1,49054.1
613,Germany,Male,69,9,78778.49,1,0,1,8751.59
567,Spain,Female,45,1,157320.51,1,1,0,62193.92
650,France,Female,39,4,0.0,2,0,0,186275.7
741,Germany,Female,19,8,108711.57,2,1,0,24857.25
579,France,Female,39,3,166501.17,2,1,0,93835.64
752,Germany,Female,38,10,101648.5,2,1,0,172001.44
643,Spain,Female,20,0,133313.34,1,1,1,3965.69
594,France,Male,61,3,62391.22,1,1,1,192434.11
513,France,Male,30,5,0.0,2,1,0,162523.66
656,Spain,Female,34,6,59877.33,1,1,0,14032.62
778,Germany,Female,35,1,151958.19,3,1,1,131238.37
561,France,Male,56,7,152759.0,2,1,0,133167.11
499,France,Female,38,9,0.0,2,0,1,183042.2
520,France,Female,39,6,145644.05,1,0,0,104118.93
350,France,Male,51,10,0.0,1,1,1,125823.79
584,France,Male,28,10,0.0,2,1,0,19834.32
628,Spain,Female,55,7,0.0,3,1,0,85890.75
651,France,Male,40,4,0.0,2,1,1,147715.83
513,France,Female,43,9,0.0,2,1,0,152499.8
596,Germany,Male,48,2,131326.47,1,0,0,1140.02
469,Spain,Male,37,9,96776.49,1,1,1,119890.86
696,Germany,Male,31,3,150604.52,1,0,0,5566.6
717,Spain,Female,22,6,101060.25,1,0,1,84699.56
711,France,Female,38,2,129022.06,2,1,1,14374.86
678,France,Female,48,2,0.0,2,1,1,32301.88
605,Spain,Female,48,10,150315.92,1,0,1,133486.36
420,Germany,Female,31,1,108377.75,2,1,1,9904.63
631,France,Male,33,7,0.0,1,1,1,58043.02
713,France,Female,32,1,117094.02,1,0,0,149558.83
608,Germany,Male,42,8,131390.75,2,1,0,71178.09
775,Germany,Male,36,2,109949.05,2,0,1,71682.54
714,France,Male,54,7,126113.28,1,1,0,112777.38
658,Germany,Female,31,3,133003.03,1,0,1,146339.27
834,Spain,Male,34,5,0.0,2,0,0,53437.1
677,Germany,Female,26,6,98723.67,1,0,1,151146.67
494,France,Male,25,6,0.0,2,0,1,109988.09
806,Germany,Male,30,8,168078.83,1,1,0,85028.36
601,France,Male,35,2,0.0,2,1,1,118983.18
